parsed,lcvp
Psychrolutes paradoxus,
Psychrolutes phrictus,
Psychropotes longicauda,
Psychropotes semperiana,
Psydrax,
Psydrax lamprophylla,Psydrax lamprophylla (F.Muell.) Bridson
Psydrax maingayi,Psydrax maingayi (Hook.f.) Bridson
Psydrax montigena,Psydrax montigena S.T.Reynolds & R.J.F.Hend.
Psydrax tropica,Psydrax tropica S.T.Reynolds & R.J.F.Hend.
Psyllidae,
Psylliodes chrysocephalus,
Psyllobora vigintimaculata,
Pteleocarpa lamponga,Pteleocarpa lamponga (Miq.) Bakh. ex K.Heyne
Ptenidium pusillum,
Pteracaesio varilineatus,
Pteraclis velifera,
Pteraeolidia ianthina,
Pteragogus,
Pteragogus cryptus,
Pteragogus enneacanthus,
Pteragogus flagellifer,
Pteragogus pelycus,
Pterapherapteryx sexalata,
Pteraster,
Pteraster bathamae,
Pteraster militaris,
Pteraster obesus,
Pteraster obscurus,
Pteraster pulvillus,
Pteraster robertsoni,
Pteraster stellifer,
Pteraster tesselatus,
Pterasteridae,
Ptereleotris,
Ptereleotris calliura,
Ptereleotris evides,
Ptereleotris helenae,
Ptereleotris heteroptera,
Ptereleotris microlepis,
Ptereleotris monoptera,
Pterelotris,
Pteria,
Pteria calymbus,
Pteria chinensis,
Pteria colymbus,
Pteria cooki,
Pteria coturnix,
Pteria juv,
Pteria lata,
Pteria penguin,
Pteria sibogae,
Pteridium aquilinum,Pteridium aquilinum (L.) Kuhn
Pteriidae,
Pternandra coerulescens,
Pternandra echinata,Pternandra echinata Jack
Pterocaesio,
Pterocaesio chrysozona,
Pterocaesio diagramma,
Pterocaesio digramma,
Pterocaesio lativittata,
Pterocaesio marri,
Pterocaesio pisang,
Pterocaesio tessellata,
Pterocaesio tile,
Pterocarpus hayesii,Pterocarpus rohrii Vahl
Pterocarpus marsupium,Pterocarpus marsupium Roxb.
Pterocarpus officinalis,Pterocarpus officinalis Jacq.
Pterocarpus rohrii,Pterocarpus rohrii Vahl
Pterocaulon alopecuroides,Pterocaulon alopecuroides (Lam.) DC.
Pterocaulon rugosum,Pterocaulon rugosum (Vahl) Malme
Pterocella scutella,
Pterocella vesiculosa,
Pterocirrus,
Pterocirrus limbata,
Pterocirrus macroceros,
Pterocirrus malacoceros,
Pterocirrus montereyensis,
Pterocladiella,
Pterocladiella capillacea,
Pterocladiella tenuis,
Pterocymbium tubulatum,Pterocymbium tubulatum Pierre
Pterocypridina sex,
Pterodoma nigripennis,
Pterodroma,
Pterodroma arminjonia,
Pterodroma arminjoniana,
Pterodroma baraui,
Pterodroma cookii,
Pterodroma cookilaria,
Pterodroma externa,
Pterodroma hasitata,
Pterodroma incerta,
Pterodroma inexpectat,
Pterodroma inexpectata,
Pterodroma lessonii,
Pterodroma leucoptera,
Pterodroma longirostris,
Pterodroma macroptera,
Pterodroma mollis,
Pterodroma neglecta,
Pterodroma phaeopygia,
Pterodroma rostrata,
Pterodroma sandwichensis,
Pterodroma solandri,
Pterodroma ultima,
Pterogogus cryptus,
Pterogogus enneacanthus,
Pterogyne nitens,Pterogyne nitens Tul.
Pteroides,
Pteroidichthys godfreyi,
Pterois,
Pterois antennata,
Pterois lunulata,
Pterois miles,
Pterois mombasae,
Pterois radiata,
Pterois russelii,
Pterois volitans,
Pteromeris,
Pteromeris perplana,
Pteromylaeus bovinus,
Pteronotus parnellii,
Pteropod,
Pteropoda,
Pteropurpura adunca,
Pteropurpura bequaerti,
Pteropurpura festiva,
Pteropurpura trialata,
Pterosagitta,
Pterosagitta draco,
Pterosiphonia,
Pterosiphonia complanata,
Pterosiphonia parasitica,
Pterosiphonia pennata,
Pterosperma,
Pterosperma jorgensii,
Pterosperma nationalis,
Pterosperma polygonum,
Pterosperma spec,
Pterospermum diversifolium,Pterospermum diversifolium Blume
Pterostichus,
Pterostichus adstrictus,
Pterostichus ambigenus,
Pterostichus asymmetricus,
Pterostichus brittoni,
Pterostichus colonus,
Pterostichus fuligineus,
Pterostichus habui,
Pterostichus honshuensis,
Pterostichus hoplites,
Pterostichus janoi,
Pterostichus karasawai,
Pterostichus katashinensis,
Pterostichus koheii,
Pterostichus microcephalus,
Pterostichus mirificus,
Pterostichus mitoyamanus,
Pterostichus mucronatus,
Pterostichus okutamae,
Pterostichus orientalis,
Pterostichus polygenus,
Pterostichus rhanis,
Pterostichus straneoi,
Pterostichus subovatus,
Pterostichus takaosanus,
Pterostichus thunbergi,
Pterostichus tokejii,
Pterostichus yoritomus,
Pterostoma palpina,
Pterosyllis finmarchica,
Pterothamnion,
Pterothamnion crispum,
Pterothamnion plumula,
Pterotrachea coronata,
Pterotrachea hippocampus,
Pterotrachea scutata,
Pterotracheid,
Pterotracheoidea,
Pterycombus brama,
Pterycombus petersii,
Pterygia sinensis,
Pterygioteuthis,
Pterygioteuthis gemmata,
Pterygioteuthis giardi,
Pterygocythereis,
Pterygophora californica,
Pterygotrigla andertoni,
Pterygotrigla elicryste,
Pterygotrigla hemistica,
Pterygotrigla hemisticta,
Pterygotrigla macrorhynchus,
Pterygotrigla multiocellata,
Pterygotrigla pauli,
Pterygotrigla picta,
Pterygotrigla polyommata,
Pteryngium crenatum,
Pterynotus,
Pterynotus patagiatus,
Ptilanthura,
Ptilanthura colpos,
Ptilanthura tenuis,
Ptilanthura tricarina,
Ptilichthys goodei,
Ptilidae,
Ptilidium ciliare,
Ptilidium pulcherrimum,
Ptilinus pectinicornis,
Ptilium crista-castrensis,
Ptilocaulis,
Ptilocolepus granulatus,
Ptilodactylidae,
Ptilodon capucina,
Ptilometra australis,
Ptilophora subcostata,
Ptilosarcus gurneyi,
Ptilota gunneri,
Ptilothamnion pluma,
Ptomaphagus sericatus,
Ptychatractus,
Ptychatractus ligatus,
Ptychobela crenularis,
Ptychocylis,
Ptychocylis obtusa,
Ptychodera,
Ptychodera flava,
Ptychodiscus,
Ptychodiscus noctiluca,
Ptychogastria polaris,
Ptychogastriidae,
Ptychogena antarctica,
Ptycholoma lecheana,
Ptycholomoides aeriferana,
Ptychopyxis caput-medusae,
Ptychopyxis costata,Ptychopyxis costata Miq.
Ptychoramphus aleuticus,
Puberella intapurpurea,
Puellina,
Puellina biavicularia,
Puellina innominata,
Puellina scripta,
Puellina venusta,
Puerulus angulatus,
Puffinus,
Puffinus assimilis,
Puffinus atrodorsalis,
Puffinus auricularis,
Puffinus baroli,
Puffinus bulleri,
Puffinus carneipes,
Puffinus creatopus,
Puffinus gavia,
Puffinus gravis,
Puffinus griseus,
Puffinus lherminieri,
Puffinus opisthomelas,
Puffinus pacificus,
Puffinus puffinus,
Puffinus tenuirostris,
Puffinus yelkouan,
Pugettia gracilis,
Pugettia producta,
Pugnus serrei,
Pullea stutzeri,Pullea stutzeri (F.Muell.) Gibbs
Pulsatilla apiifolia,Pulsatilla alpina (L.) Delarbre
Pulsatilla vernalis,Pulsatilla vernalis (L.) Mill.
Pulsellidae,
Pulsellum lofotense,
Pulsellum salishorum,
Pulvinulina lateralis,
Punctaria,
Punctaria latifolia,
Punctaria tenuissima,
Puncturella,
Puncturella cooperi,
Puncturella cucullata,
Puncturella noachina,
Puncturella parvinobilis,
Pungitius pungitius,
Punnettia splendida,
Pupa,
Pupa solidula,
Puperita pupa,
Puriana,
Purple,
Purple finch,
Purshia tridentata,Purshia tridentata (Pursh) DC.
Pusa hispida,
Pusia gemmata,
Pusillina inconspicua,
Pusillina pseudoareolata,
Pusillina sarsi,
Pychnoclavella stanleyi,
Pycnoclavella,
Pycnoclavella aurilucens,
Pycnoclavella stanleyi,
Pycnogonida,
Pycnogonidae,
Pycnogonum,
Pycnogonum crassirostre,
Pycnogonum litorale,
Pycnogonum littorale,
Pycnomerus vilis,
Pycnonotidae,
Pycnonotus sinensis,
Pycnopodia helianthoides,
Pygoplites diacanthus,
Pygoscelis adeliae,
Pygoscelis antarctica,
Pygoscelis antartica,
Pygoscelis papua,
Pygospio californica,
Pygospio elegans,
Pygospio muscularis,
Pyla fusca,
Pylodictis olivaris,
Pylopagurus,
Pylopagurus corallinus,
Pylopagurus discoidalis,
Pylopagurus holmesi,
Pylopagurus rosaceus,
Pyralidae,
Pyralis farinalis,
Pyramichlamys,
Pyramichlamys dissecta,
Pyramichlamys vectensis,
Pyramidella,
Pyramidella candida,
Pyramidella crenulata,
Pyramidella unifasciata,
Pyramidellidae,
Pyramidelloidea,
Pyramimonas,
Pyramimonas amylifera,
Pyramimonas grossii,
Pyramimonas orientalis,
Pyramimonas spec,
Pyraminonas,
Pyramodon ventralis,
Pyrausta aurata,
Pyrausta despicata,
Pyrausta fodinalis,
Pyrausta grotei,
Pyrausta purpuralis,
Pyrausta semirubralis,
Pyrausta subsequalis,
Pyrausta unifascialis,
Pyrenaria acuminata,Pyrenaria acuminata Planch. ex Choisy
Pyrene,
Pyrene flava,
Pyrenocollema halodytes,
Pyrgocythara,
Pyrgocythara coxi,
Pyrgocythara hemphilli,
Pyrgocythara plicosa,
Pyrgophorus,
Pyrgophorus platyrachis,
Pyrgopsis,
Pyrgopsis pacificus,
Pyrgulopsis lustrica,
Pyrgus armoricanus,
Pyrgus communis,
Pyrgus scriptura,
Pyrhila pisum,
Pyrichaperia pyriformis,
Pyripora catenularia,
Pyrocephalus rubinus,
Pyrocystis,
Pyrocystis fusiformis,
Pyrocystis lunula,
Pyrocystis noctiluca,
Pyrola,
Pyrola grandiflora,Pyrola grandiflora Radius
Pyrola minor,Pyrola minor L.
Pyrola secunda,Orthilia secunda (L.) House
Pyromaia arachna,
Pyromaia cuspidata,
Pyromaia tuberculata,
Pyroneura,
Pyroneura margherita,
Pyronia,
Pyronia cecilia,
Pyronia tithonus,
Pyropelta,
Pyrophacus,
Pyrophacus horologicum,
Pyrophacus steinii,
Pyrophacus vancampoae,
Pyropterus nigroruber,
Pyrosoma,
Pyrosoma atlanticum,
Pyrostegia,
Pyrostephos vanhoeffeni,
Pyroteuthis,
Pyroteuthis addolux,
Pyroteuthis margaritifera,
Pyrrhalta viburni,
Pyrrharctia isabella,
Pyrrhia exprimens,
Pyrrhia umbra,
Pyrrhocorax pyrrhocorax,
Pyrrhophyta,
Pyrrhosoma nymphula,
Pyrrhula pyrrhula,
Pyrrhulina australis,
Pyrrophyta,
Pyrunculus caelatus,
Pyrus pyraster,Pyrus communis L.
Pythenella cuneata,
Pythinella cuneata,
Pytho depressus,
Pythonaster atlantidis,
Pyura,
Pyura haustor,
Pyura microcosmus,
Pyura squamulosa,
Pyura tessellata,
Pyura vittata,
Pyurachilensis,
Pyuridae,
Quadrella maculosa,
Quadricellaria bocki,
Quadricellaria caraibica,
Quadrigula chodatti,
Quadrigula lacustris,
Quadrimaera carla,
Quadrimaera reishi,
Qualea cordata,Qualea cordata Spreng.
Qualea dichotoma,Qualea cordata Spreng.
Qualea grandiflora,Qualea grandiflora Mart.
Qualea multiflora,Qualea multiflora Mart.
Qualea parviflora,Qualea parviflora Mart.
Quararibea,
Quararibea asterolepis,Quararibea asterolepis Pittier
Quassia amara,Quassia amara L.
Quassia baileyana,Samadera baileyana Oliv.
Qucacuro caspi,
Quedius,
Quedius adustus,
Quedius maurus,
Quedius plagiatus,
Quercus,
Quercus alba,Quercus alba L.
Quercus argentata,Quercus argentata Korth.
Quercus coccinea,Quercus coccinea Münchh.
Quercus elipsoidalis,
Quercus garryana,Quercus garryana Douglas ex Hook.
Quercus gemelliflora,Quercus gemelliflora Blume
Quercus grisea,Quercus grisea Liebm.
Quercus kelloggii,Quercus kelloggii Newb.
Quercus macrocarpa,Quercus macrocarpa Michx.
Quercus palaeolithicola,Quercus palaeolithicola_x Trel.
Quercus petraea,Quercus petraea (Matt.) Liebl.
Quercus prinoides,Quercus prinoides Willd.
Quercus pubescens,Quercus pubescens Willd.
Quercus robur,Quercus robur L.
Quercus rubra,Quercus rubra L.
Quercus stellata,Quercus stellata Wangenh.
Quercus turbinella,Quercus turbinella Greene
Quercus velutina,Quercus velutina Lam.
Questa,
Questa caudicirra,
Questidae,
Quietula y-cauda,
Quiina schippii,Quiina schippii Standl.
Quillaja brasiliensis,Quillaja brasiliensis (A.St.-Hil. & Tul.) Mart.
Quinquelaophonte wellsi,
Quiscalus major,
Quiscalus mexicanus,
Quiscalus quiscula,
Quistadrilus multisetosus,
Quistradrilus multisetosus,
Quollastria,
Quollastria capricornae,
Quollastria gonypetes,
Quollastria subtilis,
Rachycentron canadum,
Racomitrium,
Racomitrium canescens,
Racomitrium fasciculare,
Racomitrium lanuginosum,
Racovitzanus antarcticus,
Racovitzanus levis,
Racovitzanus porrecta,
Racovitzia glacialis,
Radermachera pinnata,Radermachera pinnata (Blanco) Seem.
Radermachera xylocarpa,Radermachera xylocarpa (Roxb.) Roxb. ex K.Schum.
Radiaster gracilis,
Radicilingua thysanorhizans,
Radio,
Radiolaria,
Radiolarian,
Radula prolifera,
Radulinus,
Radulinus asprellus,
Raeta,
Raeta plicatella,
Raeta undulata,
Raffia,
Rafinesquia neomexicana,Rafinesquia neomexicana A.Gray
Rafnia crassifolia,Rafnia crassifolia Harv.
Ragadia crisilda,
Ragionula rosacea,
Raja,
Raja bigelowi,
Raja binoculata,
Raja brachyura,
Raja circularis,
Raja clavata,
Raja eglanteria,
Raja erinacea,
Raja fyllae,
Raja miraletus,
Raja montagui,
Raja naevus,
Raja nidarosiensis,
Raja ocellata,
Raja rhina,
Raja senta,
Raja stellulata,
Raja straeleni,
Raja undulata,
Rajella,
Rajella fyllae,
Rajidae,
Rajidae uncl,
Rajiformes,
Rajiformies,
Ralfsia,
Ralfsia clavata,
Ralfsia fungiformis,
Ralfsia verrucosa,
Ralfsiales,
Rallus aquaticus,
Ramalina,
Ramalina siliquosa,
Ramellogammarus oregonensis,
Ramosia vitiazi,
Ramphonotus minax,
Ramphotyphlops australis,
Rana,
Rana blairi,
Rana catesbeiana,
Rana grylio,
Randallia ornata,
Randia armata,Randia armata (Sw.) DC.
Randia ferox,Randia ferox (Cham. & Schltdl.) DC.
Ranella australasia,
Ranellidae,
Raneya brasiliensis,
Rangia cuneata,
Rangia flexuosa,
Raniceps raninus,
Ranilia,
Ranilia constricta,
Ranilia muricata,
Ranina ranina,
Raninidae,
Raninoides,
Raninoides lamarcki,
Raninoides loevis,
Raninoides louisianensis,
Ranunculus,
Ranunculus acris,Ranunculus acris L.
Ranunculus auricomus,Ranunculus auricomus L.
Ranunculus bulbosus,Ranunculus bulbosus L.
Ranunculus ficaria,Ficaria verna Huds.
Ranunculus flammula,Ranunculus flammula L.
Ranunculus hyperboreus,Ranunculus hyperboreus Rottb.
Ranunculus kuepferi,Ranunculus kuepferi Greuter & Burdet
Ranunculus lapponicus,Ranunculus lapponicus L.
Ranunculus montanus,Ranunculus montanus Willd.
Ranunculus nemorosus,Anemone nemorosa L.
Ranunculus nivalis,Ranunculus nivalis L.
Ranunculus oreophilus,Ranunculus breyninus Crantz
Ranunculus polyanthemos,Ranunculus polyanthemos L.
Ranunculus pygmaeus,Ranunculus pygmaeus Wahlenb.
Ranunculus repens,Ranunculus repens L.
Ranunculus villarsii,Ranunculus villarsii DC.
Rapala,
Rapala caerulea,
Rapala rectivitta,
Rapana rapiformis,
Rapana venosa,
Rapanea,
Rapanea ferruginea,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.
Rapanea gardneriana,Myrsine gardneriana A.DC.
Rapanea guianensis,Myrsine guianensis (Aubl.) Kuntze
Rapanea lancifolia,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.
Rapanea umbellata,Myrsine umbellata Mart.
Raphia frater,
Raphidiopsis mediterranea,
Raphidophyceae,
Raphidophytes,
Raphidotethya enigmatica,
Raphitoma boothii,
Raphitoma linearis,
Raphitoma purpurea,
Raphoneis amphiceros,
Raricirrus maculatus,
Raspailia,
Raspailia hispida,
Raspailia ramosa,
Raspailiidae,
Rastodens,
Rastrelliger,
Rastrelliger faughni,
Rastrelliger kanagurta,
Ratabulus diversidens,
Ratabulus megacephalus,
Rathkea octocostatum,
Rathkea octopunctata,
Ratibida columnaris,Ratibida columnifera (Nutt.) Wooton & Standl.
Ratibida columnifera,Ratibida columnifera (Nutt.) Wooton & Standl.
Rattus norvegicus,
Rattus rattus,
Rauvolfia littoralis,Rauvolfia littoralis Rusby
Raylilia coniculifera,
Raylilia gracilipes,
Reciprocus regalis,
Recurvaria leucatella,
Recurvaria nanella,
Recurvirostra americana,
Recurvirostra avosetta,
Red,
Red algae,
Red films,
Red spot,
Red staining,
Red turf-algae,
Red-bellied woodpecker,
Red-breasted nuthatch,
Red-eyed vireo,
Red-headed woodpecker,
Red-naped,
Red-tailed,
Red-winged,
Redhead,
Redunca redunca,
Reduviidae,
Reesa vespulae,
Regalecus,
Regalecus glesne,
Regalicus glesne,
Regina,
Reginella vas,
Reginelloides stolonifera,
Regulus calendula,
Regulus ignicapilla,
Regulus ignicapillus,
Regulus regules,
Regulus regulus,
Regulus satrapa,
Reinhardtius hippoglossoides,
Reinhardtius stomias,
Reinwardtiodendron anaimalaiense,
Reinwardtiodendron cinereum,Reinwardtiodendron cinereum (Hiern) Mabb.
Reithrodontomys fulvescen,
Reithrodontomys megalotis,
Reithrodontomys megalotus,
Reithrodontomys montanus,
Relbunium richardianum,Galium richardianum (Gillies ex Hook. & Arn.) Endl. ex Walp.
Remiz pendulinus,
Remora,
Remora brachyptera,
Remora remora,
Renilla,
Renilla koellikeri,
Renilla reniformis,
Reniochalina stalagmitis,
Renouxia,
Reophax dentaliniformis,
Repomucenus,
Repomucenus belcheri,
Repomucenus calcaratus,
Repomucenus keeleyi,
Repomucenus limiceps,
Repomucenus lunatus,
Repomucenus macdonaldi,
Repomucenus meridionalis,
Repomucenus russelli,
Repomucenus sublaevis,
Repomucenus virgis,
Reptadeonella,
Reptadeonella violacea,
Resinicium bicolor,
Restio bifurcus,Restio bifurcus Nees ex Mast.
Restio capensis,Restio capensis (L.) H.P.Linder & C.R.Hardy
Restio cincinnatus,Restio cincinnatus Mast.
Restio dodii,Restio dodii Pillans
Restio egregius,Restio egregius Hochst.
Restio eleocharis,Restio eleocharis Nees ex Mast.
Restio filiformis,Restio filiformis Poir.
Restio leptostachyus,Restio leptostachyus Kunth
Restio paludosus,Restio paludosus Pillans
Restio quinquefarius,Restio quinquefarius Nees
Restio ramosissimus,Restio ramosissimus H.P.Linder & C.R.Hardy
Restio sarocladus,Restio saroclados Mast.
Restio triticeus,Restio triticeus Rottb.
Restio vimineus,Restio vimineus Rottb.
Resultor,
Resultor mikron,
Retehornera foliacea,
Retelepralia,
Retelepralia mosaica,
Reteporella,
Reteporella beaniana,
Reteporella concinna,
Reteporella constricta,
Reteporella fenestrata,
Reteporella ligulata,
Reteporella malleatia,
Reteporella reticulata,
Reteporellina,
Reteporellina conservatrix,
Retevirgula,
Retevirgula acuta,
Retevirgula aggregata,
Retevirgula neozelanica,
Retevirgula sejuncta,
Reticulocythereis,
Retiflustra,
Retimohnia caelata,
Retiskenea diploura,
Retropinna retropinna,
Retusa,
Retusa insignis,
Retusa matsusima,
Retusa obtusa,
Retusa pertenuis,
Retusa semen,
Retusa sulcata,
Retusa truncatula,
Retusa umbilicata,
Retusa xystrum,
Retusidae,
Rexea prometheoides,
Rexea solandri,
Rhabdamia cypselurus,
Rhabdamia gracilis,
Rhabdastrella,
Rhabdastrella globostellata,
Rhabdocoela,
Rhabdoderma,
Rhabdoderma lineare,
Rhabdolithes,
Rhabdolithes claviger,
Rhabdonella,
Rhabdonella amor,
Rhabdonema arcuatum,
Rhabdoon reesi,
Rhabdopleura,
Rhabdosargus sarba,
Rhabdosoma,
Rhabdosoma brevicaudatum,
Rhabdosphaera claviger,
Rhabdosphaera clavigera,
Rhabdosphaera hispida,
Rhabdosphaera longistylis,
Rhabdosphaera stylifera,
Rhabdosphaera tubulosa,
Rhabdus rectius,
Rhachotropis,
Rhachotropis aculeata,
Rhachotropis barnardi,
Rhachotropis conlanae,
Rhachotropis distincta,
Rhachotropis halleri,
Rhachotropis inflata,
Rhachotropis oculata,
Rhachotropis tumida,
Rhacochilus toxotes,
Rhacochilus vacca,
Rhacostoma atlanticum,
Rhactostoma atlanticum,
Rhadanesthes decimus,
Rhadinesthes decimus,
Rhadinocladia farlowii,
Rhagium bifasciatum,
Rhagium inquisitor,
Rhagium mordax,
Rhagonycha fulva,
Rhagonycha lignosa,
Rhagonycha lutea,
Rhamdia quelen,
Rhamnella vitiensis,Dallachya vitiensis (Benth.) F.Muell.
Rhamnidium elaeocarpum,Rhamnidium elaeocarpum Reissek
Rhamnidium elaeocarpus,
Rhamnus,
Rhamnus cathartica,Rhamnus cathartica L.
Rhamnus catharticus,
Rhamnus frangula,Frangula alnus Mill.
Rhamnus purshiana,Frangula purshiana Cooper
Rhamnus sphaerosperma,Frangula sphaerosperma (Sw.) Kartesz & Gandhi
Rhamphidonta retifera,
Rhamphobrachium,
Rhamphobrachium agassizi,
Rhamphobrachium atlanticum,
Rhamphobrachium longisetosum,
Rhamphocottus richardsonii,
Rhamphostomella,
Rhamphostomella bilaminata,
Rhamphostomella costata,
Rhamphostomella ovata,
Rhantus frontalis,
Rhantus grapii,
Rhantus suturalis,
Rhantus suturellus,
Rhaphidostyla,
Rhaphidostyla kitchingi,
Rhaphium,
Rhaphoneis amphiceros,
Rhaphoneis surirella,
Rhechias,
Rhedia,
Rheedia,
Rheopoxynius epistomus,
Rheotanytarsus,
Rheotanytarsus pellucidus,
Rhepoxynius,
Rhepoxynius abronius,
Rhepoxynius barnardi,
Rhepoxynius bicuspidatus,
Rhepoxynius boreovariatus,
Rhepoxynius daboius,
Rhepoxynius epistomus,
Rhepoxynius fatigans,
Rhepoxynius heterocuspidatus,
Rhepoxynius homocuspidatus,
Rhepoxynius hudsoni,
Rhepoxynius lucubrans,
Rhepoxynius menziesi,
Rhepoxynius stenodes,
Rhepoxynius tridentatus,
Rhepoxynius variatus,
Rheumapter cervinalis,
Rheumaptera cervinalis,
Rheumaptera subhastata,
Rheumaptera undulata,
Rhina ancylostoma,
Rhinanthus alectorolophus,Rhinanthus alectorolophus (Scop.) Pollich
Rhinanthus minor,Rhinanthus minor L.
Rhincalanus,
Rhincalanus cornutus,
Rhincalanus nasutus,
Rhincalanus rostrifrons,
Rhinchoconger guppyi,
Rhineacanthus rectangulus,
Rhineacanthus verrucosus,
Rhinecanthus aculeatus,
Rhinecanthus lunula,
Rhinecanthus rectangulus,
Rhinecanthus verrucosus,
Rhinella icteria,
Rhinella icterica,
Rhinella ornata,
Rhinella schneideri,
Rhinesomus bicaudalis,
Rhinichthys atratulus,
Rhinichthys cataractae,
Rhinobatos,
Rhinobatos formosensis,
Rhinobatos horkelii,
Rhinobatos lentiginosus,
Rhinobatos percellens,
Rhinobatos productus,
Rhinobatos rhinobatos,
Rhinobatos sainsburyi,
Rhinobatos schlegelii,
Rhinobatos typus,
Rhinobrissus cuneus,
Rhinobrissus hemiasteroides,
Rhinochimaera atlantica,
Rhinochimaera pacifica,
Rhinoclavis,
Rhinoclavis aspera,
Rhinoclavis bituberculata,
Rhinoclavis fasciata,
Rhinoclavis kochi,
Rhinoclavis vertagus,
Rhinogobiops nicholsii,
Rhinolithodes wosnessenskii,
Rhinomuraena quaesita,
Rhinophora chloerata,
Rhinophora rectangulata,
Rhinophylla pumilio,
Rhinopias aphanes,
Rhinopias xenops,
Rhinoprenes pentanemus,
Rhinoptera bonasus,
Rhinoptera neglecta,
Rhipidosiphon javensis,
Rhipidosiphonia javensis,
Rhipilia orientalis,
Rhipilia sinuosa,
Rhipiliopsis,
Rhithropanopeus,
Rhithropanopeus harrisi,
Rhithropanopeus harrisii,
Rhizedra lutosa,
Rhizocarpon,
Rhizocaulus verticillatus,
Rhizocephala,
Rhizoclonium,
Rhizoclonium riparium,
Rhizogeton fusiformis,
Rhizomnium andrewsianum,
Rhizomolgula globularis,
Rhizophagus bipustulatus,
Rhizophagus depressus,
Rhizophagus dispar,
Rhizophagus ferrugineus,
Rhizophagus nitidulus,
Rhizophora mangle,Rhizophora mangle L.
Rhizophysa,
Rhizophysa filiformis,
Rhizopoda,
Rhizoprionodon acutus,
Rhizoprionodon lalandii,
Rhizoprionodon longurio,
Rhizoprionodon oligolinx,
Rhizoprionodon porosus,
Rhizoprionodon taylori,
Rhizoprionodon terraenovae,
Rhizopsammia manuelensis,
Rhizosolenia,
Rhizosolenia acuminata,
Rhizosolenia alata,
Rhizosolenia bergonii,
Rhizosolenia calcar-avis,
Rhizosolenia castracanei,
Rhizosolenia chunii,
Rhizosolenia clevei,
Rhizosolenia cylindrus,
Rhizosolenia delicatula,
Rhizosolenia fallax,
Rhizosolenia formosa,
Rhizosolenia fragilissima,
Rhizosolenia hebetata,
Rhizosolenia hyalina,
Rhizosolenia imbricata,
Rhizosolenia longiseta,
Rhizosolenia pungens,
Rhizosolenia robusta,
Rhizosolenia setigera,
Rhizosolenia shrubsolei,
Rhizosolenia simplex,
Rhizosolenia stolterfothii,
Rhizosolenia striata,
Rhizosolenia styliformis,
Rhizosoleniaceae,
Rhizostoma octopus,
Rhizostomeae,
Rhodactis,
Rhodaliidae,
Rhodamnia blairiana,Rhodamnia blairiana F.Muell.
Rhodamnia cinerea,Rhodamnia cinerea Jack
Rhodamnia costata,Rhodamnia costata A.J.Scott
Rhodamnia sessiliflora,Rhodamnia sessiliflora Benth.
Rhodamnia sharpeana,Rhodamnia sharpeana N.Snow
Rhodamnia spongiosa,Rhodamnia glauca Blume
Rhodeus amarus,
Rhodichthys regina,
Rhodine,
Rhodine attenuata,
Rhodine bitorquata,
Rhodine gracilior,
Rhodine gracilor,
Rhodine loveni,
Rhodine spec,
Rhodiniinae,
Rhodiola rosea,Rhodiola rosea L.
Rhodochorton membranaceum,
Rhododendron ferrugineum,Rhododendron ferrugineum L.
Rhododendron groenlandicum,Rhododendron groenlandicum (Oeder) Kron & Judd
Rhododendron hirsutum,Rhododendron hirsutum L.
Rhododendron lapponicum,Rhododendron lapponicum (L.) Wahlenb.
Rhododendron tomentosum,Rhododendron tomentosum Harmaja
Rhodomela,
Rhodomela confervoides,
Rhodomela lycopodioides,
Rhodomela rochei,
Rhodomela subfusca,
Rhodomela teres,
Rhodomonas,
Rhodomonas marina,
Rhodomonas minuta,
Rhodomonas salina,
Rhodomyrtus macrocarpa,Rhodomyrtus macrocarpa Benth.
Rhodomyrtus pervagata,Rhodomyrtus pervagata Guymer
Rhodophyceae,
Rhodophycota,
Rhodophyllis,
Rhodophyllis divaricata,
Rhodophysema,
Rhodophysema elegans,
Rhodophysema georgei,
Rhodosoma turcicum,
Rhodostemonodaphne,
Rhodothamniella floridula,
Rhodymenia,
Rhodymenia anastomosans,
Rhodymenia ardissonei,
Rhodymenia californica,
Rhodymenia corallina,
Rhodymenia delicatula,
Rhodymenia holmesii,
Rhodymenia intricata,
Rhodymenia pseudopalmata,
Rhodymeniales,
Rhogeessa tumida,
Rhoicosigma compactum,
Rhoicosphenia,
Rhoicosphenia abbreviata,
Rhoicosphenia curvata,
Rhombognathides pascens,
Rhombognathides seahami,
Rhombognathus notops,
Rhomboplites aurorubens,
Rhombosolea,
Rhombosolea leporina,
Rhombosolea plebeia,
Rhombosolea retiaria,
Rhombosolea tapirina,
Rhopalodia,
Rhopalomenia aglaopheniae,
Rhopalonema funerarium,
Rhopalonematidae,
Rhopalophthalmus brisbanensis,
Rhopalorhyncus tenuisismum,
Rhopalorhyuchus,
Rhopobota naevana,
Rhus,
Rhus aromatica,Rhus aromatica Aiton
Rhus copallina,Rhus copallina L.
Rhus glabra,Rhus glabra L.
Rhus micophylla,
Rhus microphylla,Rhus microphylla Engelm.
Rhus radicans,Toxicodendron radicans (L.) Kuntze
Rhus trilobata,Rhus trilobata Nutt.
Rhus typhina,Rhus typhina L.
Rhyacia quadrangula,
Rhyacia simulans,
